sample	samples	cancer type abbreviation	sample_type	ENSG00000175054.14	ENSG00000149554.12	ENSG00000108064.10
TCGA-A3-A6NN-01	TCGA-A3-A6NN-01	KIRC	Primary Tumor	2.299	2.263	3.777
TCGA-AK-3433-01	TCGA-AK-3433-01	KIRC	Primary Tumor	2.293	0.9789	4.202
TCGA-CZ-5460-01	TCGA-CZ-5460-01	KIRC	Primary Tumor	2.29	1.884	2.922
TCGA-A3-3380-01	TCGA-A3-3380-01	KIRC	Primary Tumor	2.284	1.233	3.294
TCGA-BP-4977-01	TCGA-BP-4977-01	KIRC	Primary Tumor	2.281	2.088	3.585
TCGA-B0-5695-01	TCGA-B0-5695-01	KIRC	Primary Tumor	2.281	2.004	3.662
TCGA-BP-4777-01	TCGA-BP-4777-01	KIRC	Primary Tumor	2.281	1.804	3.308
TCGA-BP-5198-01	TCGA-BP-5198-01	KIRC	Primary Tumor	2.275	2.514	3.541
TCGA-AK-3429-01	TCGA-AK-3429-01	KIRC	Primary Tumor	2.275	2.157	3.306
TCGA-BP-4158-01	TCGA-BP-4158-01	KIRC	Primary Tumor	2.272	2.514	3.186
TCGA-CJ-4873-01	TCGA-CJ-4873-01	KIRC	Primary Tumor	2.269	0.9789	1.637
TCGA-B0-4837-01	TCGA-B0-4837-01	KIRC	Primary Tumor	2.263	2.157	2.214
TCGA-BP-4795-01	TCGA-BP-4795-01	KIRC	Primary Tumor	2.26	1.417	3.674
TCGA-B0-4848-01	TCGA-B0-4848-01	KIRC	Primary Tumor	2.251	2.701	4.214
TCGA-CJ-4907-01	TCGA-CJ-4907-01	KIRC	Primary Tumor	2.251	1.571	3.704
TCGA-BP-4960-01	TCGA-BP-4960-01	KIRC	Primary Tumor	2.251	1.46	1.373
TCGA-BP-5200-01	TCGA-BP-5200-01	KIRC	Primary Tumor	2.248	2.501	3.775
TCGA-CZ-5467-01	TCGA-CZ-5467-01	KIRC	Primary Tumor	2.248	1.27	4.156
TCGA-CJ-5684-01	TCGA-CJ-5684-01	KIRC	Primary Tumor	2.245	1.934	3.316
TCGA-AK-3458-01	TCGA-AK-3458-01	KIRC	Primary Tumor	2.245	1.844	2.444
TCGA-A3-3385-01	TCGA-A3-3385-01	KIRC	Primary Tumor	2.242	2.986	4.246
TCGA-B0-4842-01	TCGA-B0-4842-01	KIRC	Primary Tumor	2.242	0.8408	2.05
TCGA-B8-5549-01	TCGA-B8-5549-01	KIRC	Primary Tumor	2.239	2.614	3.937
TCGA-A3-3326-01	TCGA-A3-3326-01	KIRC	Primary Tumor	2.236	3.148	3.625
TCGA-CJ-5675-01	TCGA-CJ-5675-01	KIRC	Primary Tumor	2.23	2.384	3.588
TCGA-B0-5699-01	TCGA-B0-5699-01	KIRC	Primary Tumor	2.23	2.26	4.09
TCGA-CJ-4918-01	TCGA-CJ-4918-01	KIRC	Primary Tumor	2.227	2.42	3.588
TCGA-BP-4972-01	TCGA-BP-4972-01	KIRC	Primary Tumor	2.221	2.305	4.064
TCGA-BP-4985-01	TCGA-BP-4985-01	KIRC	Primary Tumor	2.221	2.125	3.461
TCGA-BP-4784-01	TCGA-BP-4784-01	KIRC	Primary Tumor	2.214	1.455	3.891
TCGA-BP-5000-01	TCGA-BP-5000-01	KIRC	Primary Tumor	2.214	1.428	1.911
TCGA-CJ-4905-01	TCGA-CJ-4905-01	KIRC	Primary Tumor	2.214	1.373	4.294
TCGA-BP-5195-01	TCGA-BP-5195-01	KIRC	Primary Tumor	2.202	2.313	3.714
TCGA-A3-3367-01	TCGA-A3-3367-01	KIRC	Primary Tumor	2.196	2.161	3.742
TCGA-B8-5159-01	TCGA-B8-5159-01	KIRC	Primary Tumor	2.193	4.115	4.418
TCGA-BP-4789-01	TCGA-BP-4789-01	KIRC	Primary Tumor	2.189	2.098	4.377
TCGA-B0-5703-01	TCGA-B0-5703-01	KIRC	Primary Tumor	2.18	2.899	2.87
TCGA-CJ-4868-01	TCGA-CJ-4868-01	KIRC	Primary Tumor	2.177	3.029	3.775
TCGA-BP-4170-01	TCGA-BP-4170-01	KIRC	Primary Tumor	2.177	2.108	4.168
TCGA-CJ-6027-01	TCGA-CJ-6027-01	KIRC	Primary Tumor	2.173	3.862	3.614
TCGA-CJ-4644-01	TCGA-CJ-4644-01	KIRC	Primary Tumor	2.17	2.725	4.21
TCGA-DV-A4W0-01	TCGA-DV-A4W0-01	KIRC	Primary Tumor	2.157	2.251	4.099
TCGA-BP-4999-01	TCGA-BP-4999-01	KIRC	Primary Tumor	2.157	2.095	4.108
TCGA-CJ-4900-01	TCGA-CJ-4900-01	KIRC	Primary Tumor	2.157	1.125	1.907
TCGA-BP-5008-01	TCGA-BP-5008-01	KIRC	Primary Tumor	2.154	2.275	3.812
TCGA-B0-5694-01	TCGA-B0-5694-01	KIRC	Primary Tumor	2.154	1.84	2.997
TCGA-AK-3443-01	TCGA-AK-3443-01	KIRC	Primary Tumor	2.154	0.0854	4.051
TCGA-A3-3322-01	TCGA-A3-3322-01	KIRC	Primary Tumor	2.144	3.313	3.84
TCGA-B0-5696-01	TCGA-B0-5696-01	KIRC	Primary Tumor	2.141	2.128	3.403
TCGA-B2-3924-01	TCGA-B2-3924-01	KIRC	Primary Tumor	2.131	1.597	3.367
TCGA-A3-3383-01	TCGA-A3-3383-01	KIRC	Primary Tumor	2.128	1.864	1.915
TCGA-CZ-5986-01	TCGA-CZ-5986-01	KIRC	Primary Tumor	2.121	3.3	4.698
TCGA-DV-5575-01	TCGA-DV-5575-01	KIRC	Primary Tumor	2.121	2.678	3.997
TCGA-B0-5402-01	TCGA-B0-5402-01	KIRC	Primary Tumor	2.118	2.046	3.346
TCGA-CJ-4891-01	TCGA-CJ-4891-01	KIRC	Primary Tumor	2.118	0.6969	1.774
TCGA-BP-4976-01	TCGA-BP-4976-01	KIRC	Primary Tumor	2.115	2.803	4.583
TCGA-A3-3335-01	TCGA-A3-3335-01	KIRC	Primary Tumor	2.108	2.098	3.555
TCGA-CZ-4861-01	TCGA-CZ-4861-01	KIRC	Primary Tumor	2.105	3.478	4.123
TCGA-CZ-4860-01	TCGA-CZ-4860-01	KIRC	Primary Tumor	2.098	4.234	3.668
TCGA-BP-4326-01	TCGA-BP-4326-01	KIRC	Primary Tumor	2.098	1.522	3.224
TCGA-CJ-4897-01	TCGA-CJ-4897-01	KIRC	Primary Tumor	2.095	2.23	4.128
TCGA-A3-3359-01	TCGA-A3-3359-01	KIRC	Primary Tumor	2.095	1.605	3.342
TCGA-B0-5080-01	TCGA-B0-5080-01	KIRC	Primary Tumor	2.091	1.812	3.446
TCGA-CJ-4904-01	TCGA-CJ-4904-01	KIRC	Primary Tumor	2.088	2.311	4.473
TCGA-B2-5639-01	TCGA-B2-5639-01	KIRC	Primary Tumor	2.088	2.154	4.071
TCGA-DV-5569-01	TCGA-DV-5569-01	KIRC	Primary Tumor	2.081	2.305	3.859
TCGA-CW-5585-01	TCGA-CW-5585-01	KIRC	Primary Tumor	2.078	2.328	4.164
TCGA-BP-4159-01	TCGA-BP-4159-01	KIRC	Primary Tumor	2.074	0.7321	2.141
TCGA-CJ-4874-01	TCGA-CJ-4874-01	KIRC	Primary Tumor	2.067	1.975	4.05
TCGA-CZ-4859-01	TCGA-CZ-4859-01	KIRC	Primary Tumor	2.064	2.339	4.714
TCGA-BP-4177-01	TCGA-BP-4177-01	KIRC	Primary Tumor	2.06	1.522	3.634
TCGA-B0-5706-01	TCGA-B0-5706-01	KIRC	Primary Tumor	2.053	1.015	2.6
TCGA-BP-5192-01	TCGA-BP-5192-01	KIRC	Primary Tumor	2.05	1.872	3.919
TCGA-CZ-5458-01	TCGA-CZ-5458-01	KIRC	Primary Tumor	2.039	1.481	3.549
TCGA-BP-4993-01	TCGA-BP-4993-01	KIRC	Primary Tumor	2.039	1.233	3.254
TCGA-BP-5006-01	TCGA-BP-5006-01	KIRC	Primary Tumor	2.039	1.151	3.605
TCGA-B0-4827-01	TCGA-B0-4827-01	KIRC	Primary Tumor	2.036	1.844	3.825
TCGA-BP-4760-01	TCGA-BP-4760-01	KIRC	Primary Tumor	2.025	2.6	4.358
TCGA-CZ-5461-01	TCGA-CZ-5461-01	KIRC	Primary Tumor	2.022	3.184	4.457
TCGA-BP-4342-01	TCGA-BP-4342-01	KIRC	Primary Tumor	2.018	3.236	3.115
TCGA-CJ-4872-01	TCGA-CJ-4872-01	KIRC	Primary Tumor	2.011	1.614	3.214
TCGA-BP-4964-01	TCGA-BP-4964-01	KIRC	Primary Tumor	2	3.006	3.464
TCGA-BP-4758-01	TCGA-BP-4758-01	KIRC	Primary Tumor	1.967	1.196	1.795
TCGA-B8-4151-01	TCGA-B8-4151-01	KIRC	Primary Tumor	1.949	0.9642	3.584
TCGA-BP-5173-01	TCGA-BP-5173-01	KIRC	Primary Tumor	1.945	1.669	3.59
TCGA-CJ-5679-01	TCGA-CJ-5679-01	KIRC	Primary Tumor	1.941	2.63	2.759
TCGA-AK-3425-01	TCGA-AK-3425-01	KIRC	Primary Tumor	1.941	2.135	3.795
TCGA-AK-3436-01	TCGA-AK-3436-01	KIRC	Primary Tumor	1.941	1.892	2.808
TCGA-CZ-5453-01	TCGA-CZ-5453-01	KIRC	Primary Tumor	1.941	1.679	3.93
TCGA-CW-5589-01	TCGA-CW-5589-01	KIRC	Primary Tumor	1.923	2.208	3.856
TCGA-CJ-4871-01	TCGA-CJ-4871-01	KIRC	Primary Tumor	1.923	1.522	3.927
TCGA-BP-4762-01	TCGA-BP-4762-01	KIRC	Primary Tumor	1.915	2.278	4.266
TCGA-CZ-5452-01	TCGA-CZ-5452-01	KIRC	Primary Tumor	1.915	1.008	2.993
TCGA-EU-5907-01	TCGA-EU-5907-01	KIRC	Primary Tumor	1.911	3.558	4.536
TCGA-CJ-5671-01	TCGA-CJ-5671-01	KIRC	Primary Tumor	1.9	2.801	3.321
TCGA-B0-4839-01	TCGA-B0-4839-01	KIRC	Primary Tumor	1.9	1.085	1.949
TCGA-BP-5191-01	TCGA-BP-5191-01	KIRC	Primary Tumor	1.9	0.4125	0.6332
TCGA-B0-4697-01	TCGA-B0-4697-01	KIRC	Primary Tumor	1.9	-0.1993	0.1388
TCGA-CJ-5689-01	TCGA-CJ-5689-01	KIRC	Primary Tumor	1.888	2.328	3.342
TCGA-BP-5184-01	TCGA-BP-5184-01	KIRC	Primary Tumor	1.884	2.217	3.691
TCGA-CW-5588-01	TCGA-CW-5588-01	KIRC	Primary Tumor	1.88	2.135	4.274
TCGA-CZ-4853-01	TCGA-CZ-4853-01	KIRC	Primary Tumor	1.872	2.588	3.586
TCGA-BP-5190-01	TCGA-BP-5190-01	KIRC	Primary Tumor	1.872	1.328	2.311
TCGA-B0-5083-01	TCGA-B0-5083-01	KIRC	Primary Tumor	1.868	0.9789	3.442
TCGA-BP-5177-01	TCGA-BP-5177-01	KIRC	Primary Tumor	1.852	1.064	2.88
TCGA-BP-4807-01	TCGA-BP-4807-01	KIRC	Primary Tumor	1.848	2.308	4.263
TCGA-BP-4329-01	TCGA-BP-4329-01	KIRC	Primary Tumor	1.844	1.6	2.789
TCGA-CZ-5987-01	TCGA-CZ-5987-01	KIRC	Primary Tumor	1.84	2.63	3.191
TCGA-CJ-4885-01	TCGA-CJ-4885-01	KIRC	Primary Tumor	1.832	1.926	3.319
TCGA-B8-4153-01	TCGA-B8-4153-01	KIRC	Primary Tumor	1.832	1.164	2.148
TCGA-CJ-6031-01	TCGA-CJ-6031-01	KIRC	Primary Tumor	1.828	1.86	3.118
TCGA-B0-4836-01	TCGA-B0-4836-01	KIRC	Primary Tumor	1.816	3.42	3.125
TCGA-BP-4770-01	TCGA-BP-4770-01	KIRC	Primary Tumor	1.779	3.133	2.63
TCGA-BP-4962-01	TCGA-BP-4962-01	KIRC	Primary Tumor	1.762	1.975	2.764
TCGA-B0-5120-01	TCGA-B0-5120-01	KIRC	Primary Tumor	1.758	2.509	3.29
TCGA-BP-5194-01	TCGA-BP-5194-01	KIRC	Primary Tumor	1.753	2.074	4.043
TCGA-CJ-5682-01	TCGA-CJ-5682-01	KIRC	Primary Tumor	1.736	2.901	3.126
TCGA-CZ-5456-01	TCGA-CZ-5456-01	KIRC	Primary Tumor	1.732	3.432	3.568
TCGA-B0-5099-01	TCGA-B0-5099-01	KIRC	Primary Tumor	1.732	2.913	3.216
TCGA-CJ-5676-01	TCGA-CJ-5676-01	KIRC	Primary Tumor	1.719	1.537	1.872
TCGA-CW-6090-01	TCGA-CW-6090-01	KIRC	Primary Tumor	1.692	2.665	2.842
TCGA-B0-4694-01	TCGA-B0-4694-01	KIRC	Primary Tumor	1.679	2.135	3.511
TCGA-B0-4823-01	TCGA-B0-4823-01	KIRC	Primary Tumor	1.669	1.828	3.652
TCGA-BP-4799-01	TCGA-BP-4799-01	KIRC	Primary Tumor	1.665	1.357	2.595
TCGA-BP-5182-01	TCGA-BP-5182-01	KIRC	Primary Tumor	1.651	1.926	3.603
TCGA-BP-4768-01	TCGA-BP-4768-01	KIRC	Primary Tumor	1.642	2.96	3.709
TCGA-B0-5702-01	TCGA-B0-5702-01	KIRC	Primary Tumor	1.619	2.039	-0.7834
TCGA-B0-4841-01	TCGA-B0-4841-01	KIRC	Primary Tumor	1.595	-0.3022	1.036
TCGA-B8-4154-01	TCGA-B8-4154-01	KIRC	Primary Tumor	1.59	2.148	3.837
TCGA-AK-3444-01	TCGA-AK-3444-01	KIRC	Primary Tumor	1.576	2.036	3.853
TCGA-BP-4975-01	TCGA-BP-4975-01	KIRC	Primary Tumor	1.546	2.838	4.19
TCGA-A3-3306-01	TCGA-A3-3306-01	KIRC	Primary Tumor	1.546	2.656	4.181
TCGA-CZ-5459-01	TCGA-CZ-5459-01	KIRC	Primary Tumor	1.541	3.202	3.277
TCGA-B8-4620-01	TCGA-B8-4620-01	KIRC	Primary Tumor	1.537	2.526	3.634
TCGA-AK-3460-01	TCGA-AK-3460-01	KIRC	Primary Tumor	1.522	2.004	3.399
TCGA-AK-3428-01	TCGA-AK-3428-01	KIRC	Primary Tumor	1.522	1.566	4.257
TCGA-BP-5170-01	TCGA-BP-5170-01	KIRC	Primary Tumor	1.501	2.214	2.39
TCGA-BP-5187-01	TCGA-BP-5187-01	KIRC	Primary Tumor	1.491	3.159	3.751
TCGA-BP-5181-01	TCGA-BP-5181-01	KIRC	Primary Tumor	1.491	2.342	3.926
TCGA-CZ-5466-01	TCGA-CZ-5466-01	KIRC	Primary Tumor	1.481	2.269	3.642
TCGA-CZ-4856-01	TCGA-CZ-4856-01	KIRC	Primary Tumor	1.444	1.903	3.837
TCGA-CZ-5451-01	TCGA-CZ-5451-01	KIRC	Primary Tumor	1.439	2.529	3.791
TCGA-B8-5162-01	TCGA-B8-5162-01	KIRC	Primary Tumor	1.423	2.39	3.231
TCGA-BP-5176-01	TCGA-BP-5176-01	KIRC	Primary Tumor	1.423	1.465	3.257
TCGA-BP-4166-01	TCGA-BP-4166-01	KIRC	Primary Tumor	1.417	0.9642	2.998
TCGA-B0-5121-01	TCGA-B0-5121-01	KIRC	Primary Tumor	1.406	0.7579	2.074
TCGA-AK-3431-01	TCGA-AK-3431-01	KIRC	Primary Tumor	1.39	1.164	3.54
TCGA-CZ-5457-01	TCGA-CZ-5457-01	KIRC	Primary Tumor	1.385	3.006	3.487
TCGA-B0-5116-01	TCGA-B0-5116-01	KIRC	Primary Tumor	1.357	2.701	3.639
TCGA-CJ-4870-01	TCGA-CJ-4870-01	KIRC	Primary Tumor	1.351	1.423	3.05
TCGA-CZ-5454-01	TCGA-CZ-5454-01	KIRC	Primary Tumor	1.34	2.406	3.496
TCGA-AS-3777-01	TCGA-AS-3777-01	KIRC	Primary Tumor	1.334	1.674	3.308
TCGA-BP-4803-01	TCGA-BP-4803-01	KIRC	Primary Tumor	1.328	2.025	3.738
TCGA-BP-5168-01	TCGA-BP-5168-01	KIRC	Primary Tumor	1.311	1.783	3.399
TCGA-AK-3427-01	TCGA-AK-3427-01	KIRC	Primary Tumor	1.258	0.4761	3.883
TCGA-A3-3374-01	TCGA-A3-3374-01	KIRC	Primary Tumor	1.245	0.3115	2.412
TCGA-BP-4801-01	TCGA-BP-4801-01	KIRC	Primary Tumor	1.209	2.516	3.795
TCGA-BP-5178-01	TCGA-BP-5178-01	KIRC	Primary Tumor	1.092	1.872	2.511
TCGA-BP-4759-01	TCGA-BP-4759-01	KIRC	Primary Tumor	0.9038	2.6	2.167
TCGA-BP-5180-01	TCGA-BP-5180-01	KIRC	Primary Tumor	0.8726	3.162	3.346
TCGA-CJ-4642-01	TCGA-CJ-4642-01	KIRC	Primary Tumor	0.7664	1.848	1.209
TCGA-BP-5185-01	TCGA-BP-5185-01	KIRC	Primary Tumor	0.7321	2.293	-0.0877
TCGA-B0-5700-01	TCGA-B0-5700-01	KIRC	Primary Tumor	0.7233	1.864	2.718
TCGA-KO-8404-01	TCGA-KO-8404-01	KICH	Primary Tumor	3.696	2.707	1.749
TCGA-KN-8427-01	TCGA-KN-8427-01	KICH	Primary Tumor	3.425	4.206	4.987
TCGA-KL-8325-01	TCGA-KL-8325-01	KICH	Primary Tumor	3.395	1.112	4.775
TCGA-KN-8435-01	TCGA-KN-8435-01	KICH	Primary Tumor	3.316	2.639	4.534
TCGA-KO-8406-01	TCGA-KO-8406-01	KICH	Primary Tumor	3.138	2.227	4.055
TCGA-KN-8424-01	TCGA-KN-8424-01	KICH	Primary Tumor	3.093	1.078	4.197
TCGA-KL-8341-01	TCGA-KL-8341-01	KICH	Primary Tumor	3.089	2.919	4.232
TCGA-KL-8330-01	TCGA-KL-8330-01	KICH	Primary Tumor	3.081	1.868	4.088
TCGA-KM-8442-01	TCGA-KM-8442-01	KICH	Primary Tumor	3.06	1.651	4.13
TCGA-KL-8339-01	TCGA-KL-8339-01	KICH	Primary Tumor	3.013	1.844	4.57
TCGA-KO-8417-01	TCGA-KO-8417-01	KICH	Primary Tumor	2.967	2.098	4.037
TCGA-KL-8336-01	TCGA-KL-8336-01	KICH	Primary Tumor	2.962	2.365	4.214
TCGA-KL-8346-01	TCGA-KL-8346-01	KICH	Primary Tumor	2.956	0.24	2.193
TCGA-KL-8337-01	TCGA-KL-8337-01	KICH	Primary Tumor	2.938	1.138	3.305
TCGA-KN-8418-01	TCGA-KN-8418-01	KICH	Primary Tumor	2.932	1.816	3.98
TCGA-KL-8345-01	TCGA-KL-8345-01	KICH	Primary Tumor	2.895	1.27	4.532
TCGA-KM-8440-01	TCGA-KM-8440-01	KICH	Primary Tumor	2.892	1.561	4.154
TCGA-KN-8429-01	TCGA-KN-8429-01	KICH	Primary Tumor	2.878	1.311	4.184
TCGA-KM-8639-01	TCGA-KM-8639-01	KICH	Primary Tumor	2.812	2.665	4.839
TCGA-KO-8411-01	TCGA-KO-8411-01	KICH	Primary Tumor	2.791	1.688	4.015
TCGA-KL-8340-01	TCGA-KL-8340-01	KICH	Primary Tumor	2.778	1.585	3.519
TCGA-KL-8333-01	TCGA-KL-8333-01	KICH	Primary Tumor	2.744	0.8164	4.685
TCGA-KO-8408-01	TCGA-KO-8408-01	KICH	Primary Tumor	2.742	1.202	2.356
TCGA-KN-8428-01	TCGA-KN-8428-01	KICH	Primary Tumor	2.74	3.486	3.763
TCGA-KL-8329-01	TCGA-KL-8329-01	KICH	Primary Tumor	2.731	1.647	3.739
TCGA-KL-8344-01	TCGA-KL-8344-01	KICH	Primary Tumor	2.727	1.614	4.777
TCGA-KL-8334-01	TCGA-KL-8334-01	KICH	Primary Tumor	2.725	1.732	4.022
TCGA-KL-8331-01	TCGA-KL-8331-01	KICH	Primary Tumor	2.716	0.7146	3.004
TCGA-KN-8423-01	TCGA-KN-8423-01	KICH	Primary Tumor	2.632	1.078	5.04
TCGA-KO-8407-01	TCGA-KO-8407-01	KICH	Primary Tumor	2.616	1.401	3.016
TCGA-KL-8338-01	TCGA-KL-8338-01	KICH	Primary Tumor	2.614	1.66	2.703
TCGA-KN-8434-01	TCGA-KN-8434-01	KICH	Primary Tumor	2.592	1.476	3.88
TCGA-KN-8430-01	TCGA-KN-8430-01	KICH	Primary Tumor	2.59	1.264	3.761
TCGA-KL-8328-01	TCGA-KL-8328-01	KICH	Primary Tumor	2.554	-0.2671	2.793
TCGA-KN-8431-01	TCGA-KN-8431-01	KICH	Primary Tumor	2.534	0.346	3.877
TCGA-KL-8343-01	TCGA-KL-8343-01	KICH	Primary Tumor	2.501	1.071	4.019
TCGA-KL-8332-01	TCGA-KL-8332-01	KICH	Primary Tumor	2.425	1.151	3.413
TCGA-KM-8443-01	TCGA-KM-8443-01	KICH	Primary Tumor	2.401	0.6332	3.18
TCGA-KL-8323-01	TCGA-KL-8323-01	KICH	Primary Tumor	2.393	1.852	3.898
TCGA-KO-8405-01	TCGA-KO-8405-01	KICH	Primary Tumor	2.328	0.9268	2.417
TCGA-KL-8342-01	TCGA-KL-8342-01	KICH	Primary Tumor	2.322	0.6969	3.077
TCGA-KL-8327-01	TCGA-KL-8327-01	KICH	Primary Tumor	2.287	-0.1665	0.5271
TCGA-KN-8421-01	TCGA-KN-8421-01	KICH	Primary Tumor	2.281	2.105	2.956
TCGA-KM-8476-01	TCGA-KM-8476-01	KICH	Primary Tumor	2.272	1.171	1.46
TCGA-KN-8432-01	TCGA-KN-8432-01	KICH	Primary Tumor	2.254	1.915	4.732
TCGA-KO-8416-01	TCGA-KO-8416-01	KICH	Primary Tumor	2.18	0.9191	2.214
TCGA-KM-8441-01	TCGA-KM-8441-01	KICH	Primary Tumor	2.121	1.516	4.722
TCGA-KL-8335-01	TCGA-KL-8335-01	KICH	Primary Tumor	2.101	1.293	3.334
TCGA-KO-8403-01	TCGA-KO-8403-01	KICH	Primary Tumor	2.053	1.132	2.431
TCGA-KN-8436-01	TCGA-KN-8436-01	KICH	Primary Tumor	2.033	0.3796	4.942
TCGA-KO-8410-01	TCGA-KO-8410-01	KICH	Primary Tumor	1.96	1.683	4.339
TCGA-KO-8415-01	TCGA-KO-8415-01	KICH	Primary Tumor	1.938	0.8805	2.351
TCGA-KM-8439-01	TCGA-KM-8439-01	KICH	Primary Tumor	1.934	1.719	3.741
TCGA-KO-8413-01	TCGA-KO-8413-01	KICH	Primary Tumor	1.93	1.66	3.286
TCGA-KL-8326-01	TCGA-KL-8326-01	KICH	Primary Tumor	1.919	-0.1031	2.433
TCGA-KN-8425-01	TCGA-KN-8425-01	KICH	Primary Tumor	1.82	0.8488	3.689
TCGA-KN-8433-01	TCGA-KN-8433-01	KICH	Primary Tumor	1.774	2.018	2.233
TCGA-KN-8437-01	TCGA-KN-8437-01	KICH	Primary Tumor	1.745	1.812	4.88
TCGA-KO-8414-01	TCGA-KO-8414-01	KICH	Primary Tumor	1.74	2.071	2.66
TCGA-KM-8438-01	TCGA-KM-8438-01	KICH	Primary Tumor	1.714	0.7916	3.143
TCGA-KN-8422-01	TCGA-KN-8422-01	KICH	Primary Tumor	1.465	0.03	2.501
TCGA-KO-8409-01	TCGA-KO-8409-01	KICH	Primary Tumor	1.455	0.7999	1.209
TCGA-KN-8419-01	TCGA-KN-8419-01	KICH	Primary Tumor	1.455	-0.0574	4.587
TCGA-KM-8477-01	TCGA-KM-8477-01	KICH	Primary Tumor	1.428	0.4447	3.865
TCGA-KN-8426-01	TCGA-KN-8426-01	KICH	Primary Tumor	1.401	1.808	2.956
TCGA-KL-8324-01	TCGA-KL-8324-01	KICH	Primary Tumor	1.202	1.138	3.041
TCGA-UF-A7JA-01	TCGA-UF-A7JA-01	HNSC	Primary Tumor	5.529	3.118	4.122
TCGA-T2-A6X0-01	TCGA-T2-A6X0-01	HNSC	Primary Tumor	4.87	4.076	4.372
TCGA-CV-7446-01	TCGA-CV-7446-01	HNSC	Primary Tumor	4.733	3.05	5.054
TCGA-CN-A6V7-01	TCGA-CN-A6V7-01	HNSC	Primary Tumor	4.667	4.052	4.69
TCGA-CN-4741-01	TCGA-CN-4741-01	HNSC	Primary Tumor	4.658	3.456	4.345
TCGA-BB-A5HY-01	TCGA-BB-A5HY-01	HNSC	Primary Tumor	4.507	4.944	5.02
TCGA-CV-7407-01	TCGA-CV-7407-01	HNSC	Primary Tumor	4.453	2.473	4.151
TCGA-BA-6871-01	TCGA-BA-6871-01	HNSC	Primary Tumor	4.42	4.295	4.815
TCGA-CN-A499-01	TCGA-CN-A499-01	HNSC	Primary Tumor	4.384	4.502	4.978
TCGA-BA-5153-01	TCGA-BA-5153-01	HNSC	Primary Tumor	4.382	5.149	4.775
TCGA-BB-7871-01	TCGA-BB-7871-01	HNSC	Primary Tumor	4.377	2.183	3.836
TCGA-CR-7404-01	TCGA-CR-7404-01	HNSC	Primary Tumor	4.324	4.232	4.544
TCGA-BA-4078-01	TCGA-BA-4078-01	HNSC	Primary Tumor	4.281	4.339	4.108
TCGA-CQ-A4CG-01	TCGA-CQ-A4CG-01	HNSC	Primary Tumor	4.23	4.984	5.013
TCGA-CR-6480-01	TCGA-CR-6480-01	HNSC	Primary Tumor	4.229	4.885	4.94
TCGA-D6-8569-01	TCGA-D6-8569-01	HNSC	Primary Tumor	4.207	4.539	4.806
TCGA-BA-5559-01	TCGA-BA-5559-01	HNSC	Primary Tumor	4.196	3.53	4.331
TCGA-HD-7754-01	TCGA-HD-7754-01	HNSC	Primary Tumor	4.184	4.944	5.169
TCGA-BB-A6UM-01	TCGA-BB-A6UM-01	HNSC	Primary Tumor	4.165	3.78	3.701
TCGA-HL-7533-01	TCGA-HL-7533-01	HNSC	Primary Tumor	4.14	4.044	4.572
TCGA-CR-7368-01	TCGA-CR-7368-01	HNSC	Primary Tumor	4.136	5.004	4.865
TCGA-HD-8314-01	TCGA-HD-8314-01	HNSC	Primary Tumor	4.131	3.486	4.316
TCGA-DQ-7591-01	TCGA-DQ-7591-01	HNSC	Primary Tumor	4.127	3.79	4.394
TCGA-UF-A71E-01	TCGA-UF-A71E-01	HNSC	Primary Tumor	4.121	2.84	3.006
TCGA-DQ-5631-01	TCGA-DQ-5631-01	HNSC	Primary Tumor	4.117	5.653	4.53
TCGA-CN-4723-01	TCGA-CN-4723-01	HNSC	Primary Tumor	4.098	4.385	4.505
TCGA-BB-4224-01	TCGA-BB-4224-01	HNSC	Primary Tumor	4.089	3.753	3.453
TCGA-CN-A63U-01	TCGA-CN-A63U-01	HNSC	Primary Tumor	4.083	3.689	2.888
TCGA-BB-7861-01	TCGA-BB-7861-01	HNSC	Primary Tumor	4.082	3.981	5.129
TCGA-CV-7430-01	TCGA-CV-7430-01	HNSC	Primary Tumor	4.081	3.708	4.566
TCGA-T3-A92M-01	TCGA-T3-A92M-01	HNSC	Primary Tumor	4.076	3.004	4.204
TCGA-CN-5356-01	TCGA-CN-5356-01	HNSC	Primary Tumor	4.073	4.066	5.066
TCGA-CV-A45U-01	TCGA-CV-A45U-01	HNSC	Primary Tumor	4.064	3.456	3.894
TCGA-P3-A6SW-01	TCGA-P3-A6SW-01	HNSC	Primary Tumor	4.061	2.917	3.484
TCGA-P3-A6T4-01	TCGA-P3-A6T4-01	HNSC	Primary Tumor	4.017	2.46	4.77
TCGA-CV-6948-01	TCGA-CV-6948-01	HNSC	Primary Tumor	3.954	4.28	4.617
TCGA-CV-A6JZ-01	TCGA-CV-A6JZ-01	HNSC	Primary Tumor	3.952	4.44	3.557
TCGA-QK-A6IF-01	TCGA-QK-A6IF-01	HNSC	Primary Tumor	3.948	4.077	4.273
TCGA-CN-6023-01	TCGA-CN-6023-01	HNSC	Primary Tumor	3.937	3.394	5.075
TCGA-D6-6517-01	TCGA-D6-6517-01	HNSC	Primary Tumor	3.922	3.966	4.062
TCGA-P3-A5QF-01	TCGA-P3-A5QF-01	HNSC	Primary Tumor	3.913	3.536	4.23
